"Column Name","Label"
"B17001D_011MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years"
"B17001D_011EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years"
"B17001D_012E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years"
"B17001D_012M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years"
"B17001D_012MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years"
"B17001D_012EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years"
"B17001D_013E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years"
"B17001D_013EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years"
"B17001D_013M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years"
"B17001D_013MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years"
"B17001D_014E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years"
"B17001D_014EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years"
"B17001D_014M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years"
"B17001D_014MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years"
"B17001D_015E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years"
"B17001D_015EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years"
"B17001D_015M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years"
"B17001D_015MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years"
"B17001D_016E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over"
"B17001D_016M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over"
"B17001D_016MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over"
"B17001D_016EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over"
"B17001D_017E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:"
"B17001D_017M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:"
"B17001D_017MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:"
"B17001D_017EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:"
"B17001D_018E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years"
"B17001D_018EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years"
"B17001D_018M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years"
"B17001D_018MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years"
"B17001D_019E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years"
"B17001D_019M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years"
"B17001D_019MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years"
"B17001D_019EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years"
"B17001D_020E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years"
"B17001D_020M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years"
"B17001D_020MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years"
"B17001D_020EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years"
"B17001D_021E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years"
"B17001D_021EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years"
"B17001D_021M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years"
"B17001D_021MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years"
"B17001D_022E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years"
"B17001D_022EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years"
"B17001D_022M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years"
"B17001D_022MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years"
"B17001D_023E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years"
"B17001D_023M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years"
"B17001D_023MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years"
"B17001D_023EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years"
"B17001D_024E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years"
"B17001D_024M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years"
"B17001D_024MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years"
"B17001D_024EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years"
"B17001D_025E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years"
"B17001D_025M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years"
"B17001D_025MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years"
"B17001D_025EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years"
"B17001D_026E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years"
"B17001D_026EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years"
"B17001D_026M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years"
"B17001D_026MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years"
"B17001D_027E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years"
"B17001D_027EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years"
"B17001D_027M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years"
"B17001D_027MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years"
"B17001D_028E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years"
"B17001D_028M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years"
"B17001D_028MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years"
"B17001D_028EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years"
"B17001D_029E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years"
"B17001D_029EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years"
"B17001D_029M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years"
"B17001D_029MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years"
"B17001D_030E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over"
"B17001D_030M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over"
"B17001D_030MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over"
"B17001D_030EA","Annotation of Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over"
"B17001D_031E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:"
"B17001D_031EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:"
"B17001D_031M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:"
"B17001D_031MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:"
"B17001D_032E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:"
"B17001D_032EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:"
"B17001D_032M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:"
"B17001D_032MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:"
"B17001D_033E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years"
"B17001D_033M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years"
"B17001D_033MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years"
"B17001D_033EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years"
"B17001D_034E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years"
"B17001D_034M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years"
"B17001D_034MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years"
"B17001D_034EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years"
"B17001D_035E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years"
"B17001D_035M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years"
"B17001D_035MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years"
"B17001D_035EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years"
"B17001D_036E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years"
"B17001D_036EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years"
"B17001D_036M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years"
"B17001D_036MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years"
"B17001D_037E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years"
"B17001D_037EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years"
"B17001D_037M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years"
"B17001D_037MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years"
"B17001D_038E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years"
"B17001D_038M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years"
"B17001D_038MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years"
"B17001D_038EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years"
"B17001D_039E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years"
"B17001D_039M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years"
"B17001D_039MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years"
"B17001D_039EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years"
"B17001D_040E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years"
"B17001D_040EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years"
"B17001D_040M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years"
"B17001D_040MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years"
"B17001D_041E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years"
"B17001D_041EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years"
"B17001D_041M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years"
"B17001D_041MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years"
"B17001D_042E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years"
"B17001D_042EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years"
"B17001D_042M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years"
"B17001D_042MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years"
"B17001D_043E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years"
"B17001D_043EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years"
"B17001D_043M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years"
"B17001D_043MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years"
"B17001D_044E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years"
"B17001D_044EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years"
"B17001D_044M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years"
"B17001D_044MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years"
"B17001D_045E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over"
"B17001D_045EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over"
"B17001D_045M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over"
"B17001D_045MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over"
"B17001D_046E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:"
"B17001D_046M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:"
"B17001D_046MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:"
"B17001D_046EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:"
"B17001D_047E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years"
"B17001D_047M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years"
"B17001D_047MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years"
"B17001D_047EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years"
"B17001D_048E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years"
"B17001D_048EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years"
"B17001D_048M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years"
"B17001D_048MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years"
"B17001D_049E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years"
"B17001D_049EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years"
"B17001D_049M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years"
"B17001D_049MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years"
"B17001D_050E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years"
"B17001D_050EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years"
"B17001D_050M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years"
"B17001D_050MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years"
"B17001D_051E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years"
"B17001D_051EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years"
"B17001D_051M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years"
"B17001D_051MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years"
"B17001D_052E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years"
"B17001D_052M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years"
"B17001D_052MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years"
"B17001D_052EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years"
"B17001D_053E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years"
"B17001D_053EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years"
"B17001D_053M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years"
"B17001D_053MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years"
"B17001D_054E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years"
"B17001D_054EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years"
"B17001D_054M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years"
"B17001D_054MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years"
"B17001D_055E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years"
"B17001D_055EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years"
"B17001D_055M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years"
"B17001D_055MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years"
"B17001D_056E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years"
"B17001D_056M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years"
"B17001D_056MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years"
"B17001D_056EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years"
"B17001D_057E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years"
"B17001D_057M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years"
"B17001D_057MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years"
"B17001D_057EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years"
"B17001D_058E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years"
"B17001D_058EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years"
"B17001D_058M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years"
"B17001D_058MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years"
"B17001D_059E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over"
"B17001D_059EA","Annotation of Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over"
"B17001D_059M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over"
"B17001D_059MA","Annotation of Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over"
