"Column Name","Label"
"B17001D_022M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years"
"B17001D_023E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years"
"B17001D_023M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years"
"B17001D_024E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years"
"B17001D_024M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years"
"B17001D_025E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years"
"B17001D_025M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years"
"B17001D_026E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years"
"B17001D_026M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years"
"B17001D_027E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years"
"B17001D_027M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years"
"B17001D_028E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years"
"B17001D_028M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years"
"B17001D_029E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years"
"B17001D_029M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years"
"B17001D_030E","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over"
"B17001D_030M","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over"
"B17001D_031E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:"
"B17001D_031M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:"
"B17001D_032E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:"
"B17001D_032M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:"
"B17001D_033E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years"
"B17001D_033M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years"
"B17001D_034E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years"
"B17001D_034M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years"
"B17001D_035E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years"
"B17001D_035M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years"
"B17001D_036E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years"
"B17001D_036M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years"
"B17001D_037E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years"
"B17001D_037M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years"
"B17001D_038E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years"
"B17001D_038M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years"
"B17001D_039E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years"
"B17001D_039M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years"
"B17001D_040E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years"
"B17001D_040M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years"
"B17001D_041E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years"
"B17001D_041M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years"
"B17001D_042E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years"
"B17001D_042M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years"
"B17001D_043E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years"
"B17001D_043M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years"
"B17001D_044E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years"
"B17001D_044M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years"
"B17001D_045E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over"
"B17001D_045M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over"
"B17001D_046E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:"
"B17001D_046M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:"
"B17001D_047E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years"
"B17001D_047M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years"
"B17001D_048E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years"
"B17001D_048M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years"
"B17001D_049E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years"
"B17001D_049M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years"
"B17001D_050E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years"
"B17001D_050M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years"
"B17001D_051E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years"
"B17001D_051M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years"
"B17001D_052E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years"
"B17001D_052M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years"
"B17001D_053E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years"
"B17001D_053M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years"
"B17001D_054E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years"
"B17001D_054M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years"
"B17001D_055E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years"
"B17001D_055M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years"
"B17001D_056E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years"
"B17001D_056M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years"
"B17001D_057E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years"
"B17001D_057M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years"
"B17001D_058E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years"
"B17001D_058M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years"
"B17001D_059E","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over"
"B17001D_059M","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over"
